,texas_root,web_root
1067,"3. k̑uei-, extended kuei-d-, kuei-s-, kuei-t-","k̂uei-3
erweitert kuei-d-, kuei-s-, kuei-t-, k̂uei-3 erweitert kuei-d-, kuei-s-, kuei-t-"
1068,"k̑u̯ek-, nasalized k̑u̯enk- : k̑uk-","k̂u̯ek-
(nasaliert k̂u̯enk-) : k̂uk-, k̂u̯ek- (nasaliert k̂u̯enk-) : k̂uk-"
1069,k̑u̯el-,"k̂u̯el-, k̂u̯el-"
1070,"ku̯elək-, or kelək-, kolək-","ku̯elək-
oder kelək-, kolək-, ku̯elək- oder kelək-, kolək-"
1071,"1. ku̯elp-, ku̯elb- : ku̯l̥p/b- : klup/b-","ku̯elp-1,
ku̯elb- : ku̯l̥p/b- : klup/b-, ku̯elp-1, ku̯elb- : ku̯l̥p/b- : klup/b-"
1072,2. ku̯elp-,"ku̯elp-2, ku̯elp-2"
1073,k̑u̯en-,"k̂u̯en-, k̂u̯en-"
1074,"k̑u̯endh-ro-, -no-","k̂u̯endh-ro-,
-no-, k̂u̯endh-ro-, -no-"
1075,"ku̯erp-, also ku̯erb-","ku̯erp-,
auch kuerb-, ku̯erp-, auch kuerb-"
1076,"k̑u̯es-, k̑us-","k̂u̯es-,
k̂us-, k̂u̯es-, k̂us-"
1077,"ku̯ēt-, ku̯ət- : kū̆t-","ku̯ēt-
: ku̯ət- : kū̆t-, ku̯ēt- : ku̯ət- : kū̆t-"
1078,"ku̯oi-, ku̯ī-","ku̯oi-,
ku̯ī-, ku̯oi-, ku̯ī-"
1079,"k̑u̯on-, k̑un-","k̂u̯on-,
k̂un-, k̂u̯on-, k̂un-"
1080,"ku̯res-, ku̯ers-, ku̯r̥s-","ku̯res-,
ku̯ers-,
ku̯r̥s-, ku̯res-, ku̯ers-, ku̯r̥s-"
1081,kha kha,"kha
kha!, kha kha!"
1082,ku̯alo-s,"kʷalo-s, kʷalo-s"
1083,"ku̯as-i̯o-, -lo-","kʷas-i̯o-,
-lo-, kʷas-i̯o-, -lo-"
1084,1. ku̯e,"kʷe
1, kʷe 1"
1085,2. ku̯e-,"kʷe-
2, kʷe- 2"
1086,"ku̯ē̆d-, ku̯ō̆d-","kʷē̆d-,
kʷō̆d-, kʷē̆d-, kʷō̆d-"
1087,1. ku̯ei(-t)-,"kʷei-1(t), kʷei-1(t)"
1088,2. ku̯ei-,"kʷei-2, kʷei-2"
1089,"ku̯ei̯ə-, ku̯ii̯ē-","kʷei̯ə-,
kʷii̯ē-, kʷei̯ə-, kʷii̯ē-"
1090,"ku̯ek̑-, ku̯ōk̑-, ku̯ek̑-s-","kʷek̂-,
kʷōk̂-, kʷek̂-s-, kʷek̂-, kʷōk̂-, kʷek̂-s-"
1091,"1. ku̯el-, ku̯elə-","kʷel-1,
kʷelə-, kʷel-1, kʷelə-"
1092,2. ku̯el-,"kʷel-2, kʷel-2"
1093,3. ku̯el-,"kʷel-3, kʷel-3"
1094,ku̯em-,"kʷem-, kʷem-"
1095,ku̯ene,"kʷene, kʷene"
1096,ku̯enth-,"kʷenth-, kʷenth-"
1097,1. ku̯er-,"kʷer-1, kʷer-1"
1098,2. ku̯er-,"kʷer-2, kʷer-2"
1099,ku̯eru-,"kʷeru-, kʷeru-"
1100,"ku̯etu̯er-, ku̯etu̯ō̆r-, ku̯etur- (masc.), ku̯etes(o)r- (fem.)","kʷetu̯er-,
kʷetuō̆r-,
kʷetur-
m.,
kʷetes(o)r-
f., kʷetu̯er-, kʷetuō̆r-, kʷ↓↓e↓↓tur- m., kʷetes(o)r- f."
1101,"ku̯o-, ku̯e-, fem. ku̯ā, ku̯ei-","kʷo-,
kʷe-, fem. kʷā; kʷei-, kʷo-, kʷe-, fem. kʷā; kʷei-"
1102,ku̯rei-,"kʷrei-, kʷrei-"
1103,ku̯r̥mi-,"kʷr̥mi-, kʷr̥mi-"
1104,ku̯sep-,"kʷsep-
(?), kʷsep- (?)"
1105,ku̯þei-,"kʷþei-, kʷþei-"
1106,ku̯ās- : ku̯əs-,"kʷās-
: kʷəs-, kʷās- : kʷəs-"
1107,"1. lā-, and lē-","lā-1
und lē-, lā-1 und lē-"
1108,2. lā-,"lā-2, lā-2"
1109,"lab-, and labh-, lap(h)-","lab-
und labh- (?), lap(h)-, lab- und labh- (?), lap(h)-"
1110,labh-,"labh-, labh-"
1111,lā̆gh-,"lā̆gh-, lā̆gh-"
1112,lāgu̯h-,"lāgʷh-, lāgʷh-"
1113,lai-,"lai-, lai-"
1114,"laidh-, lidh-","laidh-,
lidh-, laidh-, lidh-"
1115,laiu̯o-,"lai̯uo-, lai̯uo-"
1116,"lā[i]p-, ləip-, ləp-","lā[i]p-,
ləip-, ləp-, lā[i]p-, ləip-, ləp-"
1117,lak-,"lak-, lak-"
1118,lak̑-,"lak̂-, lak̂-"
1119,laku-,"laku-, laku-"
1120,lāmā,"lāmā, lāmā"
1121,lāp-,"lāp-, lāp-"
1122,las-,"las-, las-"
1123,lat-,"lat-, lat-"
1124,lāu-,"lāu-, lāu-"
1125,"lauk(o)-, ləuk-","lauk(o)-
(ləuk-), lauk(o)- (ləuk-)"
1126,lē-,"lē-, lē-"
1127,"lē̆b-, lō̆b-, lāb-, leb-","lē̆b-,
lō̆b-, lāb-, leb-, lē̆b-, lō̆b-, lāb-, l↓↓e↓↓b-"
1128,1. leg-,"leg-1, leg-1"
1129,2. leg-,"leg-2, leg-2"
1130,leg̑-,"leĝ-, leĝ-"
1131,legh-,"legh-, legh-"
1132,1. lēg̑(h)- : ləg̑(h)-,"lēĝ(h)-1
: ləĝ(h)-, lēĝ(h)-1 : ləĝ(h)-"
1133,2. lēg̑h- : ləg̑h-,"lēĝh-2
: ləĝh-, lēĝh-2 : ləĝh-"
1134,legu̯h-,"legʷh-, legʷh-"
1135,"1. lē̆i-, lek-","lē̆i-1,
lek-, lē̆i-1, lek-"
1136,2. lei-,"lei-2, lei-2"
1137,3. lei-,"lei-3, lei-3"
1138,4. lē̆i-,"lē̆i-4, lē̆i-4"
1139,1. lē[i]- : ləi-,"lē[i]-1
: ləi-., lē[i]-1 : ləi-"
1140,2. lē(i)-,"lē(i)-2, lē(i)-2"
1141,3. lē(i)-,"lē(i)-3, lē(i)-3"
1142,leibh-,"leibh-, leibh-"
1143,leid-,"leid-, leid-"
1144,"1. leig-, and leik-, better oleig-, oleik-","leig-1
und leik- besser oleig-/k-, leig-1 und leik- besser oleig-/k-"
1145,"2. lē̆ig-, līg-","(lē̆ig-2),
līg-, (lē̆ig-2), līg-"
1146,"3. leig-, loig-","leig-3,
loig-, leig-3, loig-"
1147,"4. leig-, leig̑-","leig-4,
leiĝ-, leig-4, leiĝ-"
1148,"leig̑h-, sleig̑h-","leiĝh-,
sleiĝh-, leiĝh-, sleiĝh-"
1149,1. leik-,"leik-1, leik-1"
1150,2. leik-,"leik-2, leik-2"
1151,leiku̯-,"leikʷ-, leikʷ-"
1152,1. leip-,"leip-1, leip-1"
1153,2. leip-,"leip-2, leip-2"
1154,leis-,"leis-, leis-"
1155,1. leit-,"leit-1, leit-1"
1156,2. leit(h)-,"leit(h)-2, leit(h)-2"
1157,"leizd-, loizd-","leizd-,
loizd-, leizd-, loizd-"
1158,1. lek-? : lok-,"(lek-1?)
: lok-, (lek-1?) : lok-"
1159,"2. lek- : lek-, and lēk- : lək-","lek-2
(: lek-) und lēk- : lək-, lek-2 (: l↓↓e↓↓k-) und lēk- : lək-"
1160,1. lēk- : lək-,"lēk-1
: lək-, lēk-1 : lək-"
1161,2. lēk- : lək-,"lēk-2
: lək-, lēk-2 : lək-"
1162,1. lem-,"lem-1, lem-1"
1163,2. lem-,"lem-2, lem-2"
1164,1. lendh-,"lendh-1, lendh-1"
1165,2. lendh-,"lendh-2, lendh-2"
1166,3. lendh-,"lendh-3, lendh-3"
1167,leng-,"leng-, leng-"
1168,lengh-,"lengh-, lengh-"
1169,lenk-,"lenk-, lenk-"
1170,lento-,"lento-, lento-"
1171,1. lep-,"lep-1, lep-1"
1172,2. lep-,"lep-2, lep-2"
1173,3. lep-,"lep-3, lep-3"
1174,"lēp-, lōp-, ləp-","lēp-,
lōp-, ləp-, lēp-, lōp-, ləp-"
1175,lerd-,"lerd-, lerd-"
1176,lerg-,"lerg-, lerg-"
1177,les-,"les-, les-"
1178,lēs : ləs-,"lēs:
ləs-, lēs: ləs-"
1179,"leto-, lēti-, lēto-, lōto-","leto-,
lēti-, lēto-, lōto-, leto-, lēti-, lēto-, lōto-"
1180,"lēto-, ləto-","lēto-,
ləto-, lēto-, ləto-"
1181,letro-,"letro-, letro-"
1182,"1. leu-, *leu̯ə- : lū̆-","leu-1,
*leu̯ə- : lū̆-, leu-1, *leu̯ə- : lū̆-"
1183,2. leu-,"leu-2, leu-2"
1184,1. lēu-,"lēu-1, lēu-1"
1185,2. lēu- : ləu-,"lēu-2
: ləu-, lēu-2 : ləu-"
1186,"3. lēu-, or lāu-","lēu-3
oder lāu-, lēu-3 oder lāu-"
1187,leubh-,"leubh-, leubh-"
1188,leud-,"leud-, leud-"
1189,1. leudh-,"leudh-1, leudh-1"
1190,2. leu-dh-,"leu-dh-2, leu-dh-2"
1191,1. leug-,"leug-1, leug-1"
1192,2. leu-g- : lu-g- : lū-g-,"leu-g-2
: lu-g- : lū-g-, leu-g-2 : lu-g- : lū-g-"
1193,leug̑-,"leuĝ-, leuĝ-"
1194,1. leugh-,"leugh-1, leugh-1"
1195,"2. leugh-, lugh-","leugh-2.
lugh-, leugh-2. lugh-"
1196,leuk-,"leuk-, leuk-"
1197,"leup-, and leub-, leubh-","leup-
und leub-, leubh-., leup- und leub-, leubh-"
1198,lēut- : lūt-,"lēut-
: lūt-, lēut- : lūt-"
1199,lī̆-no-,"lī̆-no-, lī̆-no-"
1200,log̑-,"loĝ-, loĝ-"
1201,"lorgā-, lorgi-","lorgā-,
lorgi-, lorgā-, lorgi-"
1202,"lou-, lou̯ə-","lou-,
lou̯ə-, lou-, lou̯ə-"
1203,"lū̆s, genitive luu̯-ós","lū̆s,
Gen. luu̯-ós, lū̆s, Gen. luu̯-ós"
1204,1. mā-,"mā-1, mā-1"
1205,2. mā-,"mā-2, mā-2"
1206,3. mā,"mā
3, mā 3"
1207,mad-,"mad-, mad-"
1208,magh- : māgh-,"magh-
: māgh-, magh- : māgh-"
1209,maghos,"maghos,
-ā, maghos, -ā"
1210,mag̑-,"maĝ-, maĝ-"
1211,mag̑h-,"maĝh-, maĝh-"
1212,1. mai-,"mai-1, mai-1"
1213,"2. mai-, moi-?","mai-2
(moi-?), mai-2 (moi-?)"
1214,mak-,"mak-, mak-"
1215,1. mā̆k-,"mā̆k-1, mā̆k-1"
1216,2. māk-,"māk-2, māk-2"
1217,mā̆k(en)-,"mā̆k(en)-, mā̆k(en)-"
1218,"mak̑o-, or mok̑-o-","mak̂o- oder
mok̂-o-, mak̂o-oder mok̂-o-"
1219,māk̑- : mək̑-,"māk̂-
: mək̂-, māk̂- : mək̂-"
1220,makh-o-s,"makh-o-s,
-(s)lo-, makh-o-s, -(s)lo-"
1221,mand-,"mand-, mand-"
1222,"mā-no-, mā-ni-","mā-no-,
mā-ni-., mā-no-, mā-ni-"
1223,"manu-s, or monu-s","manu-s
oder monu-s, manu-s oder monu-s"
1224,marko-,"marko-, marko-"
1225,"1. math-, or moth-","math-1
oder moth-, math-1 oder moth-"
1226,2. mat-,"mat-2, mat-2"
1227,mātér-,"mātér-, mātér-"
1228,mau-ro-,"mau-ro-, mau-ro-"
1229,mazdo-s,"mazdo-s, mazdo-s"
1230,1. me-,"me-1, me-1"
1231,2. me-,"me-2, me-2"
1232,1. mē-,"mē-1, mē-1"
1233,"2. mē-, m-e-t-","mē-2, m-e-t-, mē-2, m-e-t-"
1234,"3. mē-, m-e-t-","mē-3,
m-e-t-, mē-3, m-e-t-"
1235,"4. mē-, mō-","mē-4,
mō-, mē-4, mō-"
1236,"5. mē-, mō-, mə-","mē-5,
mō-, mə-, mē-5, mō-, mə-"
1237,1. med-,"med-1, med-1"
1238,2. med-,"med-2, med-2"
1239,"medhi-, medhi̯o-","medhi-,
medhi̯o-, medhi-, medhi̯o-"
1240,médhu,"médhu, médhu"
1241,mē̆gh-,"mē̆gh-, mē̆gh-"
1242,meg̑(h)- : meg̑(h)-,"meĝ(h)-
: meĝ(h)-, meĝ(h)- : m↓↓e↓↓ĝ(h)-"
1243,1. mei-,"mei-1, mei-1"
1244,2. mei-,"mei-2, mei-2"
1245,3. mei-,"mei-3, mei-3"
1246,4. mei-,"mei-4, mei-4"
1247,"5. mei-, mi-neu-","mei-5
mi-neu-, mei-5 mi-neu-"
1248,"6. mei-, mei̯u-, min(u)-, mim(ei)-","mei-6,
mei̯u-, min(u)-, mim(ei)-, mei-6, mei̯u-, min(u)-, mim(ei)-"
1249,7. mēi- : mōi- : mī-,"mēi-7
: mōi- : mī-, mēi-7 : mōi- : mī-"
1250,"meigh-, also meik-","meigh-,
auch meik-, meigh-, auch meik-"
1251,meig̑h-,"meiĝh-, meiĝh-"
1252,mei-gu̯-,"mei-gʷ-, mei-gʷ-"
1253,"mei-k̑-, and mei-g̑-?","mei-k̂-
(und mei-ĝ-?), mei-k̂- (und mei-ĝ-?)"
1254,mei-no-,"mei-no-, mei-no-"
1255,meis-,"meis-, meis-"
1256,1. meit(h)-,"meit(h)-1, meit(h)-1"
1257,2. mei-t(h)-,"mei-t(h)-2, mei-t(h)-2"
1258,mek-,"mek-, mek-"
1259,"1. mel-, also smel-, melə- : mlē-, mel-d- : ml-ed-, mel-dh-, ml-ēi- : mlī̆-, melə-k- : mlā-k-, mlēu- : mlū̆-","mel-1
(auch smel-), melə- : mlē-, mel-d- : ml-ed-, mel-dh-, ml-ēi- : mlī̆-,
melə-k- : mlā-k-, mlēu- : mlū̆-, mel-1 (auch smel-), melə- : mlē-, mel-d- : ml-ed-, mel-dh-, ml-ēi- : mlī̆-, melə-k- : mlā-k-, mlēu- : mlū̆-"
1260,2. mel-,"mel-2, mel-2"
1261,3. mel-,"mel-3, mel-3"
1262,4. mel-,"mel-4, mel-4"
1263,5. mel-,"mel-5, mel-5"
1264,"6. mel-, melə-","mel-6,
melə-, mel-6, melə-"
1265,7. mel-,"mel-7, mel-7"
1266,"8. mel-, melə- : mlō-","mel-8,
melə- : mlō-, mel-8, melə- : mlō-"
1267,1. meldh-,"meldh-1, meldh-1"
1268,2. meldh-,"meldh-2, meldh-2"
1269,"mē̆lg̑-, or meləg̑-?","mē̆lĝ-
(oder meləĝ-?), mē̆lĝ- (oder meləĝ-?)"
1270,melg̑h-,"melĝh-, melĝh-"
1271,"meli-t, genitive mel-nés","meli-t, meli-t"
1272,1. melk-,"melk-1, melk-1"
1273,"2. melk-, melg-","melk-2,
melg-, melk-2, melg-"
1274,"mēlo-, smēlo-","mēlo-,
smēlo-., mēlo-, smēlo-"
1275,"melōdh-, molədh-, molədh-","melōdh-
(molədh-, molədh-), melōdh- (molədh-, m↓↓o↓↓lədh-)"
1276,mels-,"mels-, mels-"
1277,membh-,"membh-, membh-"
1278,"mēmso-, mē(m)s-ro-","mēmso-,
mē(m)s-ro-, mēmso-, mē(m)s-ro-"
1279,1. men-,"men-1, men-1"
1280,2. men-,"men-2, men-2"
1281,3. men-,"men-3, men-3"
1282,4. men-,"men-4, men-4"
1283,5. men-,"men-5, men-5"
1284,"mend-, mond-, mn̥d-?","mend-,
mond- (mn̥d-?), mend-, mond- (mn̥d-?)"
1285,mendā,"mend(ā,
-om), mend(ā, -om)"
1286,mendh-,"mendh-, mendh-"
1287,"men(e)gh-, mon(e)gh-, mn̥gh-","men(e)gh-,
mon(e)gh-, mn̥gh-, men(e)gh-, mon(e)gh-, mn̥gh-"
1288,men(ə)k-,"men(ə)k-, men(ə)k-"
1289,meng-,"meng-, meng-"
1290,meni-,"meni-, m↓↓e↓↓ni-"
1291,"mēnōt, genitive mēneses, from which mēnes-, mēns-, mēs-, mēn-","mēnōt,
Gen. mēneses, woraus mēnes-, mēns-, mēs-, mēn-, mēnōt, Gen. mēneses, woraus mēnes-, mēns-, mēs-, mēn-"
1292,"1. menth-, meth-","menth-1,
meth-, menth-1, meth-"
1293,2. menth-,"menth-2, menth-2"
1294,1. mer-,"mer-1, mer-1"
1295,2. mer-,"mer-2, mer-2"
1296,"3. mer-, mor-(u-)","(mer-3),
mor-(u)-, (mer-3), mor-(u)-"
1297,"4. mer-, merə-","mer-4,
merə-, mer-4, merə-"
1298,"5. mer-, merə-","mer-5,
merə-, mer-5, merə-"
1299,"6. mer-, mer-s-","mer-6,
mer-s-, mer-6, mer-s-"
1300,"merədh-, mrādh-","merədh-,
mrādh-, merədh-, mrādh-"
1301,mereg̑-,"mereĝ-, mereĝ-"
1302,meregh-,"meregh-, meregh-"
1303,1. merg̑-,"merĝ-1, merĝ-1"
1304,2. merg̑-,"merĝ-2, merĝ-2"
1305,meri̯o-,"meri̯o-, meri̯o-"
1306,merk̑-,"merk̂-, merk̂-"
1307,"1. merk-, merg̑-, merək-, merəg̑-","merk-1,
merĝ-, merək-, merəĝ-, merk-1, merĝ-, merək-, merəĝ-"
1308,"2. merk-, mork-","merk-2,
mork-, merk-2, mork-"
1309,"mə-r, genitive mə-n-és, mn̥tós","mə-r, Gen.
mə-n-és, mn̥tós, mə-r, Gen. mə-n-és, mn̥tós"
1310,met-,"met-, met-"
1311,"1. meu-, meu̯ə- : mū̆-","meu-1, meu̯ə-
: mū̆-, meu-1, meu̯ə- : mū̆-"
1312,"2. meu̯-, meu̯ə-","meu̯-2,
meu̯ə-, meu̯-2, meu̯ə-"
1313,"mēudh-, məudh-, mūdh-","mēudh-,
məudh-, mūdh-, mēudh-, məudh-, mūdh-"
1314,1. meug-,"meug-1, meug-1"
1315,"2. meug-, meuk-","meug-2,
meuk-, meug-2, meuk-"
1316,meuk̑-,"meuk̂-, meuk̂-"
1317,meu-s-,"meu-s-, meu-s-"
1318,1. mezg-,"mezg-1, mezg-1"
1319,2. mezg-,"mezg-2, mezg-2"
1320,mizdhó-,"mizdhó-, mizdhó-"
1321,"mō-, mo-lo-","mō-,
mo-lo-, mō-, mo-lo-"
1322,"mōd- : məd-, or mād- : məd-","mōd-
: məd- oder mād- : məd-, mōd- : məd- oder mād- : məd-"
1323,"modhro-, or madhro-","modhro-
oder madhro-, modhro- oder madhro-"
1324,"moiso-s, or maiso-s","moiso-s
oder maiso-s, moiso-s oder maiso-s"
1325,"mok̑s, Indo-Iranian *mok̑sū̆","mok̂s,
arisch *mok̂sū̆, mok̂s, arisch *mok̂sū̆"
1326,molko-,"molko-, molko-"
1327,mono-,"mono-, mono-"
1328,"mori, mōri","mori,
mōri, mori, mōri"
1329,"mormor-, murmur-","mormor-,
murmur-, mormor-, murmur-"
1330,mormo(ro)-,"mormo(ro)-, mormo(ro)-"
1331,moro-,"moro-, moro-"
1332,moru̯ī̆-,"moru̯ī̆-., moru̯ī̆-"
1333,mo[u]-lo- : mū-lo-,"mo[u]-lo-
: mū-lo-., mo[u]-lo- : mū-lo-"
1334,mō[u]-ro- : mū-ro-,"mō[u]-ro-
: mū-ro-, mō[u]-ro-: mū-ro-"
1335,"moz-g-o-, moz-g-en-, mos-k-o-","moz-g-o-,
moz-g-en-, mos-k-o-, moz-g-o-, moz-g-en-, mos-k-o-"
1336,mozg̑ho-s,"mozĝho-s, mozĝho-s"
1337,mrk-,"mrk-, mrk-"
1338,mregh-m(n)o-,"mregh-m(n)o-, mregh-m(n)o-"
1339,"mreg̑hu-, mr̥g̑hu-","mreĝhu-,
mr̥ĝhu-, mreĝhu-, mr̥ĝhu-"
1340,1. mū̆-,"mū̆-1, mū̆-1"
1341,"2. mū-, mus-","mū-2,
mus-, mū-2, mus-"
1342,mū̆k-,"mū̆k-, mū̆k-"
1343,mūs,"mūs, mūs"
1344,mut-o-s,"mut-o-s, mut-o-s"
1345,1. nā-,"nā-1, nā-1"
1346,2. nā-,"nā-2, nā-2"
1347,nāgu̯h-,"nāgʷh-, nāgʷh-"
1348,nak-,"nak-, nak-"
1349,"nana, nena","nana,
nena usw., nana, nena usw."
1350,nant-,"nant-, nant-"
1351,nas-,"nas-, nas-"
1352,1. nāus-,"nāus-1, nāus-1"
1353,2. nāu- : nəu- : nū-,"nāu-2
: nəu- : nū-, nāu-2 : nəu- : nū-"
1354,"1. nĕ, nē, nei","nĕ1,
nē, nei, nĕ1, nē, nei"
1355,"2. ne, nē","ne
2, nē, ne 2, nē"
1356,"3. ne-, nō-, plural nē̆s-, nō̆s-","ne-3,
nō-, Plur. nē̆s-, nŏs-, ne-3, nō-, Plur. nē̆s-, nŏs-"
1357,1. nebh-,"nebh-1, nebh-1"
1358,2. nebh-,"nebh-2, nebh-2"
1359,1. ned- : ned-,"ned-1
: ned-., ned-1 : n↓↓e↓↓d-"
1360,2. ned-,"ned-2, ned-2"
1361,nedo-,"nedo-, nedo-"
1362,neg̑h-,"neĝh-, neĝh-"
1363,"1. nei-, neiə- : nī-","nei-1,
neiə- : nī-, nei-1, neiə- : nī-"
1364,"2. nei-, neiə-, nī-","nei-2,
neiə- : nī-, nei-2, neiə- : nī-"
1365,"3. nei-, ni-","nei-3,
ni-, nei-3, ni-"
1366,1. neid-,"neid-1, neid-1"
1367,2. neid- : nid-,"neid-2
: nid-, neid-2 : nid-"
1368,neigu̯-,"neigʷ-, neigʷ-"
1369,neik-,"neik-, neik-"
1370,nēik- : nīk- : nik-,"nēik-
: nīk- : nik-, nēik- : nīk- : nik-"
1371,nek̑-,"nek̂-, nek̂-"
1372,"neku̯-(t-), noku̯-t-s","nekʷ-(t-),
nokʷ-t-s, nekʷ-(t-), nokʷ-t-s"
1373,1. nem-,"nem-1, nem-1"
1374,2. nem-,"nem-2, nem-2"
1375,nepōt-,"nepōt-, nepōt-"
1376,"1. ner(-t)-, aner-, əner-?","ner-1(t)-,
aner- (əner-?), ner-1(t)-, aner- (əner-?)"
1377,2. ner-,"ner-2, ner-2"
1378,3. ner-,"ner-3, ner-3"
1379,nes-,"nes-, nes-"
1380,"ni-, nei-","ni-,
nei-, ni-, nei-"
1381,"nē-tr-, nə-tr-","nē-tr...,
nə-tr..., nē-tr..., nə-tr..."
1382,1. neu-,"neu-1, neu-1"
1383,2. neu-,"neu-2, neu-2"
1384,neu-d-,"neu-d-, neu-d-"
1385,neu-dh-,"neu-dh-, neu-dh-"
1386,neuk-,"neuk-, neuk-"
1387,"neu-ks-, neu-s-","neu-ks-,
neu-s-, neu-ks-, neu-s-"
1388,"neu̯os, neu̯i̯os","neu̯os,
-i̯os., neu̯os, -i̯os"
1389,niz-do-,"niz-do-, niz-do-"
1390,no-,"no-, no-"
1391,"nogu̯-, nogu̯od(h)o-, nogu̯-no-","nogʷ-,
nogʷod(h)o-, nogʷ-no-, nogʷ-, nogʷod(h)o-, nogʷ-no-"
1392,"nogu̯o-, or nagu̯o-","nogʷo-
oder nagʷo-, nogʷo- oder nagʷo-"
1393,noku̯-(t-),"nokʷ-(t)-, nokʷ-(t)-"
1394,nōmn̥,"nōmn̥, nōmn̥"
1395,"nōt-, nət-","nōt-,
nət-, nōt-, nət-"
1396,nū̆-,"nū̆-, nū̆-"
1397,"n̥dhos, n̥dheri","n̥dhos,
n̥dheri, n̥dhos, n̥dheri"
1398,n̥si-,"n̥si-, n̥si-"
1399,n̥si-s,"n̥si-s, n̥si-s"
1400,1. o,"o
1, o 1"
1401,2. ō,"ō
2, ō 2"
1402,obhel-,"obhel-, obhel-"
1403,obhi-,"obhi-, obhi-"
1404,1. od-,"od-1, od-1"
1405,2. od-,"od-2, od-2"
1406,"ō̆d(e)go-, or ō̆d(e)gu̯o-","ō̆d(e)go-
oder ō̆d(e)gʷo-, ō̆d(e)go-oder ō̆d(e)gʷo-"
1407,"ōg-, əg-","ōg-,
əg-, ōg-, əg-"
1408,oi-,
1409,oid-,"oid-, oid-"
1410,"oi-no-, oi-u̯o-","oi-no-,
oi-u̯o-, oi-no-, oi-u̯o-"
1411,oiu̯ā,"oiu̯ā, oiu̯ā"
1412,ok-,"ok-, ok-"
1413,ok̑tō(u),"ok̂tō(u), ok̂tō(u)"
1414,ōk̑ú-s,"ōk̂ú-s, ōk̂ú-s"
1415,oku̯-,"okʷ-, okʷ-"
1416,ol-(e-),"ol-(e)-, ol-(e)-"
1417,om-,"om-, om-"
1418,om(e)so-s,"om(e)so-s, om(e)so-s"
1419,omə-,"omə-, omə-"
1420,"ond-, n̥d-","ond-,
n̥d-, ond-, n̥d-"
1421,oner-,"oner-, oner-"
1422,"ong-, better ang-","ong-
(besser ang-), ong- (besser ang-)"
1423,ongu̯-,"ongʷ-, ongʷ-"
1424,"ono-, and onə-, also (o)no-d-","ono-
und onə-, auch (o)no-d-, ono- und onə-, auch (o)no-d-"
1425,"onogh- : ongh-, nogh-, Celtic n̥gh-, ongh-li-","onogh-
(: ongh-, nogh-; kelt. n̥gh-), ongh-li-, onogh- (: ongh-, nogh-; kelt. n̥gh-), ongh-li-"
1426,1. op-,"op-1, op-1"
1427,2. op-,"op-2, op-2"
1428,opi,"opi, opi"
1429,"ōr-, ər-","ōr-,
ər-, ōr-, ər-"
1430,orbho-,"orbho-, orbho-"
1431,"oreu̯-, ereu-","oreu̯-,
ereu-, oreu̯-, ↓↓e↓↓reu-"
1432,"org̑hi-, r̥g̑hi-","orĝhi-,
r̥ĝhi-, orĝhi-, r̥ĝhi-"
1433,org-,"org-, org-"
1434,ort-,"ort-, ort-"
1435,"*ōs, ōs-i-s, ō̆s-en-, os-k-","*ōs,
ōs-i-s, ō̆s-en-, os-k-, *ōs, ōs-i-s, ō̆s-en-, os-k-"
1436,"ost(h)-, ost(h)i, ost(h)r̥(g), oblique ost(h)-(e)n-","ost(h)-;
ost(h)i, ost(h)r(g), obl. ost(h)-(e)n-, ost(h)-; ost(h)i, ost(h)r(g), obl. ost(h)-(e)n-"
1437,"oug-, ou-?","oug-,
ou-?, oug-, ou-?"
1438,ō(u̯)i̯-om,"ō(u̯)i̯-om, ō(u̯)i̯-om"
1439,óu̯i-s,"óu̯i-s, óu̯i-s"
1440,1. ōus- : əus-,"ōus-1
: əus-, ōus-1 : əus-"
1441,2. ōus- : əus- : us-,"ōus2
: əus- : us-, ōus2 : əus- : us-"
1442,ozdo-s,"ozdo-s, ozdo-s"
1443,ozgho-,"ozgho-, ozgho-"
1444,"pā- : pə-, and pā-t- : pə-t-","pā-
: pə- und pā-t- : pə-t-, pā- : pə- und pā-t- : pə-t-"
1445,"pā̆k̑-, and pā̆g̑-","pā̆k̂-
und pā̆ĝ-, pā̆k̂- und pā̆ĝ-"
1446,pā̆n-,"pā̆n-, pā̆n-"
1447,pando-s,"pando-s, pando-s"
1448,"pank-, pang-","pank-,
pang-, pank-, pang-"
1449,pap(p)a,"pap(p)a, pap(p)a"
1450,pā̆r-,"pā̆r-, pā̆r-"
1451,parīkā,"parīkā, parīkā"
1452,pāsó-s,"pāsó-s, pāsó-s"
1453,pasto-,"pasto-, pasto-"
1454,paus-,"paus-, paus-"
1455,"pāuson-, pūson-","pāuson-
: pūson-, pāuson- : pūson-"
1456,"1. pē̆d-, pō̆d-","pē̆d-1,
pō̆d-, pē̆d-1, pō̆d-"
1457,"2. pē̆d-, pō̆d-","pē̆d-2,
pō̆d-, pē̆d-2, pō̆d-"
1458,"peg- : pog- : pōg-, pō̆k-s-","(peg-
:) pog- : pōg-, pō̆k-s-, (peg- :) pog- : pōg-, pō̆k-s-"
1459,"pē(i)-, pī-","pē(i)-,
pī-, pē(i)-, pī-"
1460,"pei̯(ə)-, pī̆-","pei̯(ə)-,
pī̆-, pei̯(ə)-, pī̆-"
1461,"1. peig-, and peik-","peig-1
und peik-, peig-1 und peik-"
